Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Country,State,Region,Product ID,Category,Sub-Category,Sales,Quantity,Profit,Payment Mode,Month-Year
CA-2019-137848,2019-01-15,2019-01-21,Standard Class,WB-21850,United States,New York,East,OFF-PA-10004285,Office Supplies,Paper,60.12,9,28.8576,COD,2019-01
CA-2019-137848,2019-01-15,2019-01-21,Standard Class,WB-21850,United States,New York,East,OFF-BI-10002225,Office Supplies,Binders,49.536,3,17.3376,Cards,2019-01
CA-2019-166912,2019-01-15,2019-01-17,First Class,BE-11335,United States,New York,East,OFF-PA-10001033,Office Supplies,Paper,81.98,2,40.1702,Online,2019-01
CA-2019-121755,2019-01-16,2019-01-20,Second Class,EH-13945,United States,California,West,OFF-BI-10001634,Office Supplies,Binders,11.648,2,4.2224,Cards,2019-01
CA-2019-121755,2019-01-16,2019-01-20,Second Class,EH-13945,United States,California,West,TEC-AC-10003027,Technology,Accessories,90.57,3,11.7741,COD,2019-01
CA-2019-116736,2019-01-17,2019-01-21,Standard Class,CC-12430,United States,New Hampshire,East,FUR-FU-10004017,Furniture,Furnishings,322.59,3,64.518,COD,2019-01
CA-2019-116736,2019-01-17,2019-01-21,Standard Class,CC-12430,United States,New Hampshire,East,TEC-AC-10003628,Technology,Accessories,29.99,1,13.1956,Online,2019-01
CA-2019-116736,2019-01-17,2019-01-21,Standard Class,CC-12430,United States,New Hampshire,East,TEC-AC-10002049,Technology,Accessories,371.97,3,66.9546,Online,2019-01
CA-2019-106558,2019-01-17,2019-01-21,Standard Class,DL-13495,United States,Georgia,South,TEC-AC-10001142,Technology,Accessories,316.0,4,31.6,Online,2019-01
US-2019-167339,2019-01-21,2019-01-23,Second Class,TD-20995,United States,California,West,FUR-CH-10004289,Furniture,Chairs,153.568,2,-5.7588,COD,2019-01
US-2019-167339,2019-01-21,2019-01-23,Second Class,TD-20995,United States,California,West,FUR-CH-10000785,Furniture,Chairs,1013.488,7,76.0116,COD,2019-01
CA-2019-111010,2019-01-22,2019-01-28,Standard Class,PG-18895,United States,New Jersey,East,OFF-FA-10003472,Office Supplies,Fasteners,7.56,6,0.3024,COD,2019-01
US-2019-135923,2019-01-22,2019-01-28,Standard Class,CM-11935,United States,North Carolina,South,FUR-FU-10002107,Furniture,Furnishings,14.272,8,4.2816,COD,2019-01
US-2019-135923,2019-01-22,2019-01-28,Standard Class,CM-11935,United States,North Carolina,South,FUR-BO-10002213,Furniture,Bookcases,451.136,4,-67.6704,COD,2019-01
US-2019-135923,2019-01-22,2019-01-28,Standard Class,CM-11935,United States,North Carolina,South,OFF-AP-10000692,Office Supplies,Appliances,64.864,4,6.4864,COD,2019-01
CA-2019-138079,2019-01-22,2019-01-28,Standard Class,AJ-10795,United States,Washington,West,FUR-FU-10001475,Furniture,Furnishings,109.9,5,37.366,Online,2019-01
CA-2019-146318,2019-01-22,2019-01-27,Standard Class,MC-17275,United States,Washington,West,OFF-PA-10003953,Office Supplies,Paper,12.96,2,6.2208,Online,2019-01
CA-2019-125850,2019-01-22,2019-01-28,Standard Class,FP-14320,United States,California,West,OFF-LA-10003498,Office Supplies,Labels,44.4,3,22.2,Online,2019-01
CA-2019-125850,2019-01-22,2019-01-28,Standard Class,FP-14320,United States,California,West,OFF-LA-10004484,Office Supplies,Labels,20.65,5,9.499,Online,2019-01
CA-2019-148208,2019-01-22,2019-01-27,Standard Class,BT-11530,United States,Ohio,East,TEC-PH-10004093,Technology,Phones,110.376,4,-20.2356,Online,2019-01
CA-2019-148208,2019-01-22,2019-01-27,Standard Class,BT-11530,United States,Ohio,East,TEC-AC-10000171,Technology,Accessories,55.176,3,15.8631,Cards,2019-01
US-2019-155180,2019-01-22,2019-01-29,Standard Class,TB-21280,United States,New York,East,OFF-BI-10004506,Office Supplies,Binders,26.336,4,9.2176,Online,2019-01
CA-2019-113656,2019-01-23,2019-01-29,Standard Class,CB-12415,United States,California,West,FUR-FU-10000719,Furniture,Furnishings,59.99,7,21.5964,Online,2019-01
US-2019-165505,2019-01-23,2019-01-27,Standard Class,CB-12535,United States,Vermont,East,TEC-AC-10002926,Technology,Accessories,99.98,2,42.9914,COD,2019-01
US-2019-165505,2019-01-23,2019-01-27,Standard Class,CB-12535,United States,Vermont,East,OFF-AR-10003477,Office Supplies,Art,8.04,6,2.7336,COD,2019-01
US-2019-165505,2019-01-23,2019-01-27,Standard Class,CB-12535,United States,Vermont,East,OFF-ST-10001526,Office Supplies,Storage,1564.29,13,406.7154,Online,2019-01
CA-2019-109407,2019-01-24,2019-01-26,Second Class,HG-14965,United States,Mississippi,South,OFF-BI-10000285,Office Supplies,Binders,31.36,4,15.68,COD,2019-01
CA-2019-153346,2019-01-25,2019-01-27,First Class,TB-21355,United States,New Jersey,East,OFF-AR-10000315,Office Supplies,Art,9.21,3,2.3025,COD,2019-01
CA-2019-153346,2019-01-25,2019-01-27,First Class,TB-21355,United States,New Jersey,East,OFF-PA-10000007,Office Supplies,Paper,18.0,5,8.28,Cards,2019-01
CA-2019-168046,2019-01-25,2019-01-28,Second Class,JD-15895,United States,New York,East,OFF-BI-10003676,Office Supplies,Binders,43.12,5,15.092,Online,2019-01
CA-2019-168046,2019-01-25,2019-01-28,Second Class,JD-15895,United States,New York,East,FUR-TA-10001095,Furniture,Tables,313.722,3,-99.3453,COD,2019-01
CA-2019-168046,2019-01-25,2019-01-28,Second Class,JD-15895,United States,New York,East,FUR-FU-10000747,Furniture,Furnishings,45.98,1,7.8166,Online,2019-01
CA-2019-168046,2019-01-25,2019-01-28,Second Class,JD-15895,United States,New York,East,OFF-ST-10004337,Office Supplies,Storage,428.68,7,0.0,Online,2019-01
CA-2019-146437,2019-01-28,2019-01-02,Second Class,HG-14965,United States,California,West,OFF-AR-10000588,Office Supplies,Art,39.68,2,10.3168,COD,2019-01
CA-2019-164483,2019-01-30,2019-03-02,Standard Class,JF-15490,United States,California,West,OFF-BI-10000014,Office Supplies,Binders,17.456,2,5.8914,COD,2019-01
CA-2019-153661,2019-01-30,2019-01-31,First Class,SC-20725,United States,California,West,OFF-ST-10000675,Office Supplies,Storage,305.01,9,76.2525,Online,2019-01
CA-2019-153661,2019-01-30,2019-01-31,First Class,SC-20725,United States,California,West,OFF-BI-10004781,Office Supplies,Binders,50.784,2,17.7744,Online,2019-01
CA-2019-153661,2019-01-30,2019-01-31,First Class,SC-20725,United States,California,West,OFF-LA-10004689,Office Supplies,Labels,26.01,9,12.2247,Online,2019-01
US-2019-166660,2019-01-30,2019-01-02,Second Class,TB-21250,United States,Washington,West,FUR-CH-10001190,Furniture,Chairs,435.168,4,-59.8356,COD,2019-01
US-2019-166660,2019-01-30,2019-01-02,Second Class,TB-21250,United States,Washington,West,FUR-BO-10000468,Furniture,Bookcases,48.58,1,7.7728,Online,2019-01
CA-2019-114944,2019-01-30,2019-04-02,Standard Class,HE-14800,United States,Illinois,Central,OFF-PA-10003892,Office Supplies,Paper,156.512,4,52.8228,COD,2019-01
CA-2019-168032,2019-01-30,2019-03-02,Standard Class,DF-13135,United States,Illinois,Central,TEC-PH-10004241,Technology,Phones,1439.968,4,143.9968,Online,2019-01
CA-2019-168032,2019-01-30,2019-03-02,Standard Class,DF-13135,United States,Illinois,Central,OFF-BI-10000546,Office Supplies,Binders,1.728,3,-2.6784,Cards,2019-01
CA-2019-168032,2019-01-30,2019-03-02,Standard Class,DF-13135,United States,Illinois,Central,FUR-TA-10004256,Furniture,Tables,626.1,3,-538.446,Online,2019-01
CA-2019-129238,2019-01-31,2019-04-02,Standard Class,SC-20050,United States,California,West,TEC-PH-10004120,Technology,Phones,109.592,1,8.2194,Cards,2019-01
CA-2019-129238,2019-01-31,2019-04-02,Standard Class,SC-20050,United States,California,West,OFF-PA-10002764,Office Supplies,Paper,56.7,5,27.783,COD,2019-01
CA-2019-147970,2019-01-31,2019-02-02,Second Class,AB-10150,United States,Texas,Central,OFF-PA-10003936,Office Supplies,Paper,15.552,3,5.4432,Cards,2019-01
CA-2019-158043,2019-01-31,2019-04-02,Second Class,JK-15325,United States,New Jersey,East,OFF-EN-10003134,Office Supplies,Envelopes,23.36,2,11.68,Cards,2019-01
CA-2019-159891,2019-01-31,2019-06-02,Standard Class,BF-11170,United States,Georgia,South,OFF-BI-10003527,Office Supplies,Binders,1270.99,1,635.495,Online,2019-01
CA-2019-159891,2019-01-31,2019-06-02,Standard Class,BF-11170,United States,Georgia,South,OFF-EN-10004483,Office Supplies,Envelopes,125.36,8,58.9192,Cards,2019-01
US-2019-140809,2019-01-02,2019-03-02,First Class,CK-12760,United States,Virginia,South,OFF-ST-10002214,Office Supplies,Storage,56.45,5,14.677,COD,2019-01
CA-2019-154067,2019-01-02,2019-07-02,Standard Class,SM-20950,United States,California,West,OFF-PA-10002254,Office Supplies,Paper,1105.52,4,48.5392,Online,2019-01
CA-2019-147431,2019-02-02,2019-07-02,Standard Class,AB-10105,United States,New York,East,OFF-ST-10003994,Office Supplies,Storage,117.96,2,5.898,COD,2019-02
CA-2019-158841,2019-02-02,2019-04-02,Second Class,SE-20110,United States,Virginia,South,TEC-MA-10001127,Technology,Machines,4749.95,5,2799.984,COD,2019-02
CA-2019-158841,2019-02-02,2019-04-02,Second Class,SE-20110,United States,Virginia,South,OFF-BI-10002557,Office Supplies,Binders,36.4,8,18.2,COD,2019-02
CA-2019-158841,2019-02-02,2019-04-02,Second Class,SE-20110,United States,Virginia,South,FUR-FU-10001731,Furniture,Furnishings,18.69,7,7.1022,Online,2019-02
CA-2019-144645,2019-02-02,2019-08-02,Standard Class,NS-18640,United States,Texas,Central,FUR-FU-10003601,Furniture,Furnishings,73.784,2,-77.4732,COD,2019-02
CA-2019-118514,2019-03-02,2019-10-02,Standard Class,LC-17050,United States,Kentucky,South,FUR-CH-10000015,Furniture,Chairs,866.4,4,225.264,COD,2019-03
CA-2019-117912,2019-04-02,2019-08-02,Standard Class,TB-21520,United States,Arizona,West,FUR-FU-10002088,Furniture,Furnishings,14.368,2,3.9512,COD,2019-04
CA-2019-150077,2019-04-02,2019-10-02,Standard Class,MS-17365,United States,Maryland,East,TEC-PH-10002890,Technology,Phones,90.48,2,23.5248,COD,2019-04
CA-2019-101189,2019-04-02,2019-09-02,Standard Class,JB-15400,United States,California,West,OFF-ST-10004180,Office Supplies,Storage,93.02,2,3.7208,COD,2019-04
US-2019-108504,2019-05-02,2019-05-02,Same Day,PP-18955,United States,Georgia,South,OFF-ST-10002344,Office Supplies,Storage,80.98,1,1.6196,COD,2019-05
US-2019-108504,2019-05-02,2019-05-02,Same Day,PP-18955,United States,Georgia,South,OFF-PA-10001289,Office Supplies,Paper,348.84,9,170.9316,Online,2019-05
US-2019-108504,2019-05-02,2019-05-02,Same Day,PP-18955,United States,Georgia,South,OFF-FA-10000053,Office Supplies,Fasteners,9.45,5,0.189,Online,2019-05
US-2019-108504,2019-05-02,2019-05-02,Same Day,PP-18955,United States,Georgia,South,FUR-FU-10004091,Furniture,Furnishings,18.84,3,7.1592,Online,2019-05
US-2019-108504,2019-05-02,2019-05-02,Same Day,PP-18955,United States,Georgia,South,FUR-BO-10004015,Furniture,Bookcases,239.98,2,52.7956,COD,2019-05
US-2019-108504,2019-05-02,2019-05-02,Same Day,PP-18955,United States,Georgia,South,OFF-EN-10003001,Office Supplies,Envelopes,167.96,2,78.9412,COD,2019-05
US-2019-108504,2019-05-02,2019-05-02,Same Day,PP-18955,United States,Georgia,South,TEC-PH-10000215,Technology,Phones,104.85,3,28.3095,COD,2019-05
US-2019-108504,2019-05-02,2019-05-02,Same Day,PP-18955,United States,Georgia,South,TEC-PH-10003645,Technology,Phones,484.83,3,126.0558,COD,2019-05
US-2019-108504,2019-05-02,2019-05-02,Same Day,PP-18955,United States,Georgia,South,OFF-PA-10000357,Office Supplies,Paper,122.97,3,60.2553,Online,2019-05
US-2019-108504,2019-05-02,2019-05-02,Same Day,PP-18955,United States,Georgia,South,OFF-ST-10004804,Office Supplies,Storage,154.44,3,1.5444,COD,2019-05
US-2019-108504,2019-05-02,2019-05-02,Same Day,PP-18955,United States,Georgia,South,OFF-PA-10003892,Office Supplies,Paper,342.37,7,160.9139,COD,2019-05
CA-2019-100993,2019-05-02,2019-10-02,Standard Class,AZ-10750,United States,California,West,OFF-LA-10003223,Office Supplies,Labels,14.73,3,7.2177,COD,2019-05
CA-2019-100993,2019-05-02,2019-10-02,Standard Class,AZ-10750,United States,California,West,OFF-ST-10004340,Office Supplies,Storage,186.54,3,50.3658,Online,2019-05
CA-2019-100993,2019-05-02,2019-10-02,Standard Class,AZ-10750,United States,California,West,FUR-TA-10001095,Furniture,Tables,557.728,4,6.9716,COD,2019-05
CA-2019-100993,2019-05-02,2019-10-02,Standard Class,AZ-10750,United States,California,West,TEC-PH-10001448,Technology,Phones,159.968,4,-31.9936,COD,2019-05
CA-2019-125017,2019-06-02,2019-11-02,Standard Class,KB-16240,United States,Tennessee,South,FUR-FU-10000723,Furniture,Furnishings,132.224,4,-18.1808,COD,2019-06
CA-2019-106894,2019-07-02,2019-07-02,Same Day,CA-12265,United States,Virginia,South,TEC-AC-10003063,Technology,Accessories,100.0,4,21.0,COD,2019-07
CA-2019-106894,2019-07-02,2019-07-02,Same Day,CA-12265,United States,Virginia,South,OFF-LA-10001045,Office Supplies,Labels,7.83,3,3.6018,COD,2019-07
CA-2019-161662,2019-07-02,2019-09-02,First Class,BE-11410,United States,Ohio,East,OFF-PA-10003465,Office Supplies,Paper,30.352,2,10.6232,Online,2019-07
CA-2019-135461,2019-07-02,2019-10-02,Second Class,EB-13975,United States,California,West,TEC-PH-10004094,Technology,Phones,623.96,5,38.9975,COD,2019-07
CA-2019-109344,2019-08-02,2019-11-02,Second Class,CH-12070,United States,North Carolina,South,TEC-PH-10002624,Technology,Phones,1127.976,3,126.8973,COD,2019-08
CA-2019-163048,2019-08-02,2019-02-15,Standard Class,MH-17440,United States,Texas,Central,FUR-CH-10001270,Furniture,Chairs,241.5,4,0.0,COD,2019-08
US-2019-112396,2019-09-02,2019-02-13,Standard Class,JR-16210,United States,California,West,TEC-AC-10003628,Technology,Accessories,89.97,3,39.5868,COD,2019-09
US-2019-112396,2019-09-02,2019-02-13,Standard Class,JR-16210,United States,California,West,TEC-AC-10004761,Technology,Accessories,31.86,2,11.151,COD,2019-09
CA-2019-164938,2019-11-02,2019-02-13,First Class,PB-19210,United States,Oklahoma,Central,TEC-PH-10004897,Technology,Phones,69.93,7,0.6993,Online,2019-11
CA-2019-110492,2019-12-02,2019-02-14,First Class,JS-15880,United States,Georgia,South,OFF-ST-10003716,Office Supplies,Storage,1350.12,6,175.5156,Online,2019-12
CA-2019-110492,2019-12-02,2019-02-14,First Class,JS-15880,United States,Georgia,South,OFF-BI-10003274,Office Supplies,Binders,15.92,4,7.4824,COD,2019-12
CA-2019-112942,2019-02-13,2019-02-18,Standard Class,RD-19810,United States,California,West,OFF-PA-10004092,Office Supplies,Paper,146.82,3,73.41,Online,2019-02
CA-2019-134334,2019-02-14,2019-02-15,First Class,DK-13090,United States,Maryland,East,OFF-PA-10000791,Office Supplies,Paper,4.77,1,2.1465,COD,2019-02
CA-2019-134334,2019-02-14,2019-02-15,First Class,DK-13090,United States,Maryland,East,OFF-AR-10001770,Office Supplies,Art,7.98,3,2.0748,COD,2019-02
CA-2019-134334,2019-02-14,2019-02-15,First Class,DK-13090,United States,Maryland,East,FUR-TA-10002356,Furniture,Tables,550.431,3,-47.1798,Online,2019-02
CA-2019-134334,2019-02-14,2019-02-15,First Class,DK-13090,United States,Maryland,East,FUR-FU-10003274,Furniture,Furnishings,10.56,6,4.6464,Online,2019-02
CA-2019-146150,2019-02-14,2019-02-19,Standard Class,FM-14380,United States,Mississippi,South,OFF-AR-10002240,Office Supplies,Art,264.18,7,68.6868,COD,2019-02
US-2019-162859,2019-02-15,2019-02-22,Standard Class,PG-18820,United States,New York,East,OFF-BI-10004519,Office Supplies,Binders,398.352,3,124.485,COD,2019-02
US-2019-162859,2019-02-15,2019-02-22,Standard Class,PG-18820,United States,New York,East,OFF-FA-10000304,Office Supplies,Fasteners,8.72,4,3.5752,Online,2019-02
CA-2019-168956,2019-02-16,2019-02-20,Standard Class,EA-14035,United States,Illinois,Central,OFF-AP-10004233,Office Supplies,Appliances,92.064,6,-225.5568,Online,2019-02
CA-2019-168956,2019-02-16,2019-02-20,Standard Class,EA-14035,United States,Illinois,Central,OFF-FA-10000304,Office Supplies,Fasteners,6.976,4,1.8312,Online,2019-02
CA-2019-168956,2019-02-16,2019-02-20,Standard Class,EA-14035,United States,Illinois,Central,FUR-CH-10004754,Furniture,Chairs,62.958,3,-2.6982,Online,2019-02
CA-2019-168956,2019-02-16,2019-02-20,Standard Class,EA-14035,United States,Illinois,Central,OFF-PA-10000809,Office Supplies,Paper,5.184,1,1.8144,Online,2019-02
CA-2019-134138,2019-02-16,2019-02-20,Standard Class,JD-15790,United States,New Jersey,East,FUR-CH-10001545,Furniture,Chairs,227.96,2,36.4736,Online,2019-02
CA-2019-108105,2019-02-16,2019-02-23,Standard Class,GW-14605,United States,Kentucky,South,FUR-FU-10003773,Furniture,Furnishings,318.08,4,34.9888,COD,2019-02
CA-2019-108105,2019-02-16,2019-02-23,Standard Class,GW-14605,United States,Kentucky,South,OFF-BI-10002412,Office Supplies,Binders,5.8,1,2.61,COD,2019-02
CA-2019-105781,2019-02-16,2019-02-20,Standard Class,JF-15565,United States,New York,East,FUR-CH-10001802,Furniture,Chairs,326.646,3,39.9234,Online,2019-02
CA-2019-105781,2019-02-16,2019-02-20,Standard Class,JF-15565,United States,New York,East,TEC-AC-10003628,Technology,Accessories,89.97,3,39.5868,Online,2019-02
CA-2019-123274,2019-02-19,2019-02-24,Standard Class,GT-14710,United States,New York,East,FUR-FU-10004090,Furniture,Furnishings,44.46,2,14.6718,COD,2019-02
CA-2019-123274,2019-02-19,2019-02-24,Standard Class,GT-14710,United States,New York,East,OFF-ST-10000736,Office Supplies,Storage,242.94,3,9.7176,COD,2019-02
CA-2019-101630,2019-02-19,2019-02-23,Second Class,CK-12760,United States,New York,East,OFF-LA-10004425,Office Supplies,Labels,8.67,3,4.0749,Online,2019-02
CA-2019-101630,2019-02-19,2019-02-23,Second Class,CK-12760,United States,New York,East,OFF-SU-10001664,Office Supplies,Supplies,25.71,3,6.6846,COD,2019-02
CA-2019-106460,2019-02-19,2019-02-22,Second Class,GT-14710,United States,California,West,OFF-PA-10001736,Office Supplies,Paper,70.88,2,33.3136,COD,2019-02
CA-2019-166485,2019-02-20,2019-02-27,Standard Class,AH-10210,United States,Tennessee,South,OFF-PA-10004996,Office Supplies,Paper,16.496,2,5.5674,COD,2019-02
CA-2019-139010,2019-02-21,2019-02-26,Second Class,MC-17635,United States,California,West,TEC-AC-10004227,Technology,Accessories,12.99,1,0.7794,COD,2019-02
CA-2019-139010,2019-02-21,2019-02-26,Second Class,MC-17635,United States,California,West,OFF-BI-10000174,Office Supplies,Binders,18.56,4,6.496,Online,2019-02
CA-2019-139010,2019-02-21,2019-02-26,Second Class,MC-17635,United States,California,West,OFF-ST-10001809,Office Supplies,Storage,449.15,5,8.983,COD,2019-02
CA-2019-139010,2019-02-21,2019-02-26,Second Class,MC-17635,United States,California,West,OFF-BI-10002309,Office Supplies,Binders,31.248,7,10.9368,COD,2019-02
US-2019-168410,2019-02-21,2019-02-26,Standard Class,BV-11245,United States,New York,East,FUR-FU-10000629,Furniture,Furnishings,68.95,5,28.959,COD,2019-02
US-2019-168410,2019-02-21,2019-02-26,Standard Class,BV-11245,United States,New York,East,OFF-ST-10000036,Office Supplies,Storage,296.37,3,80.0199,COD,2019-02
US-2019-168410,2019-02-21,2019-02-26,Standard Class,BV-11245,United States,New York,East,TEC-PH-10002583,Technology,Phones,39.98,2,1.999,COD,2019-02
US-2019-139262,2019-02-21,2019-02-25,Standard Class,LC-16960,United States,Florida,South,OFF-BI-10003727,Office Supplies,Binders,3.762,3,-2.7588,COD,2019-02
US-2019-139262,2019-02-21,2019-02-25,Standard Class,LC-16960,United States,Florida,South,OFF-BI-10002026,Office Supplies,Binders,34.86,2,-26.726,Online,2019-02
US-2019-139262,2019-02-21,2019-02-25,Standard Class,LC-16960,United States,Florida,South,OFF-ST-10001496,Office Supplies,Storage,432.456,3,32.4342,COD,2019-02
CA-2019-121447,2019-02-21,2019-02-22,First Class,EA-14035,United States,New York,East,FUR-FU-10001861,Furniture,Furnishings,135.8,7,66.542,COD,2019-02
CA-2019-119025,2019-02-22,2019-02-28,Standard Class,PV-18985,United States,Wisconsin,Central,OFF-AP-10001205,Office Supplies,Appliances,490.32,9,137.2896,Online,2019-02
US-2019-143280,2019-02-22,2019-02-26,Standard Class,TZ-21580,United States,California,West,TEC-PH-10002398,Technology,Phones,445.96,5,55.745,COD,2019-02
